what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058889183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058915837
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352058917019
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058921582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058922178
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352058924894
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352058926718
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352058930509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058930831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058931904
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352058932249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058938426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058944032
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1352058944072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058946478
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059248581
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352059249172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059255939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059582536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059588425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059711910
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1352059711948
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352059713763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059717441
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059717929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059743241
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059743730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059756725
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059777247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059785283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059785876
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352059788185
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352059794521
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059801842
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059806242
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352059819270
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352059822026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059829839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059830297
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352059832520
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352059838542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059841959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059842441
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352059844419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059854146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059856464
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352059859253
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352059877840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352059878338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352059878376
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352059878399
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352059878431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352059878472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352059878601
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352059878750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352059878895
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352059879143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059886086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059886497
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352059888350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059895617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059910201
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352059912048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059927862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059928262
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352059931106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059948259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059949503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059951206
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059960859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059965547
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352059996857
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352060008538
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352060037501
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352060040709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352060067828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352060068316
