what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1351814587894
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1351814587895
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1351814587895
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1351814587896
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1351814587896
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1351814587897
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1351814587898
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1351814587898
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1351814587899
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1351814587899
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1351814587900
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1351814587901
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1351814587901
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1351814587902
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1351814587903
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1351814587903
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1351814587903
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1351814587904
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1351814587904
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1351814587905
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1351814587905
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1351814587906
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1351814587907
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1351814587907
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1351814587908
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1351814587908
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1351814587909
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1351814587909
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1351814587910
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1351814587911
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1351814587911
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1351814587912
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1351814587912
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1351814587913
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1351814587914
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1351814587946
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1351814587947
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1351814587947
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1351814587948
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1351814587949
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1351814587949
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1351814587950
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1351814587950
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1351814587954
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1351814587955
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1351814587955
started,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1351814587956
started,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1351814587956
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1351814587960
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1351814587961
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1351814587962
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1351814587962
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1351814587962
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1351814587963
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1351814587964
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1351814587965
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1351814587965
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1351814587966
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1351814587967
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1351814587968
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1351814587969
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1351814587970
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1351814587971
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1351814587972
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1351814587972
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1351814587973
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1351814587974
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1351814587975
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1351814587976
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1351814587977
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1351814587977
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1351814587978
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1351814587979
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1351814588011
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1351814588011
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1351814588012
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1351814588012
started,bundle,org.eclipse.wst.server.core,1.1.302.v20110518,"org.eclipse.wst.server.core",1351814588013
os,sysinfo,,,"win32",1351814588017
arch,sysinfo,,,"x86_64",1351814588017
ws,sysinfo,,,"win32",1351814588017
locale,sysinfo,,,"en_US",1351814588017
processors,sysinfo,,,"2",1351814588017
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1351814588017
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1351814588017
java.specification.name,sysinfo,,,"Java Platform API Specification",1351814588017
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1351814588017
java.specification.version,sysinfo,,,"1.6",1351814588017
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1351814588017
java.version,sysinfo,,,"1.6.0_17",1351814588017
java.vm.info,sysinfo,,,"mixed mode",1351814588017
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1351814588017
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1351814588017
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1351814588017
java.vm.specification.version,sysinfo,,,"1.0",1351814588017
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1351814588017
java.vm.version,sysinfo,,,"14.3-b01",1351814588017
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1351814588032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351815651062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351815652236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816221540
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1351816224124
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1351816224128
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1351816226597
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351816226718
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351816226899
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1351816227475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351816231033
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1351816232058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816237499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816265713
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351816268671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816275529
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816277760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816344100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816369240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816371434
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816498560
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1351816501416
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1351816502036
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1351816502050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816502411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816503620
started,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1351816503947
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1351816508045
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351816511143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816571382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816575711
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1351816575803
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1351816575826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816576493
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816577091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816578968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816580587
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1351816588637
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1351816596609
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1351816596630
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1351816596633
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351816600560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351816607965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817394198
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817417144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817431818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817437685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817441496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817445618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817446826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817454245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817702568
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351817708280
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817714722
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817736573
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351817739122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351817745610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351817747137
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351817757313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817767606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817772114
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1351817776580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1351817776712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1351817778346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1351817778477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1351817779453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1351817779567
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1351817780218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1351817780368
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1351817781068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1351817781208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817785767
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817800716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817804550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817804638
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817809212
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817815706
activated,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1351817830985
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351817831024
closed,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1351817831054
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1351817831800
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351817831847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817840069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817841317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351817851115
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351817851558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817864617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817897468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817914324
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351817936129
